,noise_std,epoch,batch,min_loss,Linear diff,Quadratic diff,Linear,Quadratic
12,0.1,500,10,20632.248278342187,0.4964172,0.0117308805,"[[ 0.70620596  0.6012925 ]
 [-0.01624352  0.96670693]]","[[[-8.1191567e-04 -1.5599288e-03]
  [ 1.4464667e-03  6.6186058e-06]]

 [[-1.0886323e-03  8.0110915e-03]
  [-8.1893560e-03 -1.9818781e-05]]]"
13,0.1,500,50,48968.413699269295,0.5663609,0.011695183,"[[ 0.6803043   0.57993853]
 [-0.01024424  0.7947986 ]]","[[[-7.8032067e-04 -1.4980863e-03]
  [ 1.5083068e-03 -1.6770691e-06]]

 [[-5.5795116e-04  7.8678383e-03]
  [-8.3327638e-03 -2.1354208e-06]]]"
14,0.1,500,100,72783.86394357681,0.7880249,0.011724789,"[[ 0.508684   0.5030061]
 [-0.0087869  0.6358745]]","[[[-1.1830728e-03 -1.5437045e-03]
  [ 1.4626955e-03 -4.2951183e-07]]

 [[-9.6930729e-05  7.7138771e-03]
  [-8.4865326e-03 -1.1817711e-04]]]"
15,0.1,1000,10,4533.417898028623,0.28262806,0.011675061,"[[ 0.88291126  0.7428486 ]
 [-0.01231898  0.99394786]]","[[[-3.2252594e-04 -1.5254513e-03]
  [ 1.4809431e-03  2.8266545e-06]]

 [[-6.7301310e-04  8.0640838e-03]
  [-8.1363618e-03  4.9965020e-06]]]"
16,0.1,1000,50,6829.428447961807,0.28385764,0.011663962,"[[ 0.85046613  0.77056795]
 [-0.01011621  0.92532927]]","[[[-3.6445147e-04 -1.5009396e-03]
  [ 1.5054533e-03 -7.8379242e-07]]

 [[-3.8915404e-04  8.0143940e-03]
  [-8.1862090e-03 -1.4997477e-06]]]"
17,0.1,1000,100,23752.21208500862,0.49030748,0.011680653,"[[ 0.68188965  0.68976   ]
 [-0.01003966  0.79273593]]","[[[-7.6060503e-04 -1.5303567e-03]
  [ 1.4760434e-03 -5.5175656e-07]]

 [[-1.2090188e-04  7.8848852e-03]
  [-8.3155213e-03 -6.7160174e-05]]]"
18,0.2,200,10,241162.4183987081,0.78411245,0.011891739,"[[ 0.4615315   0.4562027 ]
 [-0.02447288  0.82982624]]","[[[-1.4940830e-03 -1.6085596e-03]
  [ 1.3978439e-03  8.2887364e-06]]

 [[-1.7882175e-03  7.7968854e-03]
  [-8.4035993e-03 -1.7339239e-04]]]"
19,0.2,200,50,182325.88747549057,0.9170461,0.011763163,"[[ 0.46751097  0.36816162]
 [-0.00984774  0.6022447 ]]","[[[-1.3087129e-03 -1.4935988e-03]
  [ 1.5128008e-03 -2.8256075e-06]]

 [[-6.7334354e-04  7.6216008e-03]
  [-8.5788965e-03  1.4426434e-05]]]"
20,0.2,200,100,161709.48306560516,1.1035876,0.011802128,"[[0.32951385 0.3123898 ]
 [0.0004795  0.4564593 ]]","[[[-1.6591169e-03 -1.5488002e-03]
  [ 1.4575979e-03  2.2939030e-06]]

 [[-1.0807955e-05  7.4856211e-03]
  [-8.7148324e-03 -1.7672931e-04]]]"
21,0.2,500,10,21394.68822970614,0.50988585,0.011734987,"[[ 0.6839405   0.60133296]
 [-0.01657275  0.9666633 ]]","[[[-8.6773635e-04 -1.5614631e-03]
  [ 1.4449422e-03  7.0599444e-06]]

 [[-1.0895110e-03  8.0110095e-03]
  [-8.1894547e-03 -1.9881893e-05]]]"
22,0.2,500,50,48277.67859697342,0.5660029,0.0116961645,"[[ 0.6795321   0.5800631 ]
 [-0.01024423  0.7967451 ]]","[[[-7.8349677e-04 -1.4984701e-03]
  [ 1.5079307e-03 -1.6894164e-06]]

 [[-5.7187729e-04  7.8649186e-03]
  [-8.3356537e-03  2.0389489e-06]]]"
23,0.2,500,100,72608.03985309601,0.7824166,0.011724815,"[[ 0.5087821   0.5115935 ]
 [-0.00879086  0.63621664]]","[[[-1.1845320e-03 -1.5440674e-03]
  [ 1.4623314e-03 -4.3248406e-07]]

 [[-7.7355471e-05  7.7138757e-03]
  [-8.4865680e-03 -1.1791078e-04]]]"
24,0.2,1000,10,4781.032325952314,0.29031163,0.011676471,"[[ 0.86542207  0.7428498 ]
 [-0.01261056  0.99395114]]","[[[-3.6833613e-04 -1.5276247e-03]
  [ 1.4787812e-03  3.2112184e-06]]

 [[-6.7357149e-04  8.0640698e-03]
  [-8.1363944e-03  4.9924192e-06]]]"
25,0.2,1000,50,6657.811237975955,0.28296912,0.011664129,"[[ 0.84992194  0.7716446 ]
 [-0.01011616  0.9265024 ]]","[[[-3.6637363e-04 -1.5011133e-03]
  [ 1.5052877e-03 -7.9055258e-07]]

 [[-3.9271105e-04  8.0141686e-03]
  [-8.1864111e-03 -8.9752575e-08]]]"
26,0.2,1000,100,23663.155032157898,0.48489848,0.0116805285,"[[ 0.68202025  0.69804394]
 [-0.01004025  0.7930267 ]]","[[[-7.61380652e-04 -1.53060385e-03]
  [ 1.47579529e-03 -5.53075665e-07]]

 [[-1.01821315e-04  7.88529310e-03]
  [-8.31514411e-03 -6.69700894e-05]]]"
27,0.3,200,10,246450.40741437674,0.80836195,0.011903236,"[[ 0.42709574  0.4560631 ]
 [-0.02813799  0.8296078 ]]","[[[-1.5803669e-03 -1.6123130e-03]
  [ 1.3940858e-03  4.1648567e-05]]

 [[-1.7892108e-03  7.7965842e-03]
  [-8.4039597e-03 -1.7363761e-04]]]"
28,0.3,200,50,182689.92796707153,0.9169734,0.01176267,"[[ 0.46715686  0.36913508]
 [-0.00985618  0.6013423 ]]","[[[-1.3115937e-03 -1.4938472e-03]
  [ 1.5125546e-03 -2.8475170e-06]]

 [[-6.5724790e-04  7.6207137e-03]
  [-8.5798241e-03  9.2023402e-06]]]"
29,0.3,200,100,162033.21971225739,1.1077601,0.011803354,"[[0.32974216 0.3058232 ]
 [0.00046415 0.45603693]]","[[[-1.6609516e-03 -1.5492744e-03]
  [ 1.4571192e-03  2.2878510e-06]]

 [[-2.3013599e-05  7.4764891e-03]
  [-8.7239426e-03 -1.7710804e-04]]]"
30,0.3,500,10,24266.072371002287,0.53914756,0.011744993,"[[ 0.6389129   0.60117286]
 [-0.02083028  0.9665961 ]]","[[[-9.9044119e-04 -1.5702724e-03]
  [ 1.4361267e-03  2.5856471e-05]]

 [[-1.0908444e-03  8.0109173e-03]
  [-8.1896195e-03 -1.9968382e-05]]]"
31,0.3,500,50,48551.88324594498,0.56613994,0.011695943,"[[ 0.67932254  0.5804267 ]
 [-0.01024529  0.79594475]]","[[[-7.8521704e-04 -1.4986065e-03]
  [ 1.5077955e-03 -1.7023443e-06]]

 [[-5.6439248e-04  7.8639816e-03]
  [-8.3365757e-03 -3.3825927e-08]]]"
32,0.3,500,100,72816.84367656708,0.7872686,0.011725304,"[[ 0.50912106  0.5038319 ]
 [-0.00879859  0.6357947 ]]","[[[-1.18538411e-03 -1.54467684e-03]
  [ 1.46171800e-03 -4.36162736e-07]]

 [[-9.34631826e-05  7.70965684e-03]
  [-8.49078689e-03 -1.18204814e-04]]]"
33,0.3,1000,10,5684.586041690782,0.30954957,0.011680284,"[[ 0.8280929   0.74269325]
 [-0.01505345  0.9939529 ]]","[[[-4.7048810e-04 -1.5348195e-03]
  [ 1.4715786e-03  1.2172252e-05]]

 [[-6.7451474e-04  8.0640623e-03]
  [-8.1364736e-03  4.9866958e-06]]]"
34,0.3,1000,50,6729.504407405853,0.2832272,0.011664061,"[[ 0.84981674  0.771553  ]
 [-0.0101166   0.92600965]]","[[[-3.6718824e-04 -1.5011757e-03]
  [ 1.5052283e-03 -7.9663494e-07]]

 [[-3.9005908e-04  8.0135325e-03]
  [-8.1870258e-03 -7.6376273e-07]]]"
35,0.3,1000,100,23765.681507587433,0.48944572,0.011680785,"[[ 0.6823896   0.6906549 ]
 [-0.01003988  0.79266846]]","[[[-7.6157774e-04 -1.5310134e-03]
  [ 1.4753825e-03 -5.5360431e-07]]

 [[-1.1765490e-04  7.8829750e-03]
  [-8.3174715e-03 -6.7174093e-05]]]"
36,0.4,200,10,247964.150275141,0.80131924,0.01190043,"[[ 0.43742302  0.45584297]
 [-0.0299852   0.82937366]]","[[[-1.5570375e-03 -1.6159058e-03]
  [ 1.3904910e-03  5.6187950e-05]]

 [[-1.7901901e-03  7.7962326e-03]
  [-8.4042735e-03 -1.7389073e-04]]]"
37,0.4,200,50,179818.12850427628,0.91281277,0.011752392,"[[ 0.46654075  0.37638935]
 [-0.00986464  0.6003024 ]]","[[[-1.3149582e-03 -1.4938717e-03]
  [ 1.5125246e-03 -2.8642646e-06]]

 [[-5.2955491e-04  7.6766224e-03]
  [-8.5239718e-03 -3.4103570e-05]]]"
38,0.4,200,100,161944.52647972107,1.1050395,0.011803646,"[[3.3024052e-01 3.0960560e-01]
 [4.3085418e-04 4.5614228e-01]]","[[[-1.6620917e-03 -1.5500353e-03]
  [ 1.4563614e-03  2.2767867e-06]]

 [[-1.3341603e-05  7.4752751e-03]
  [-8.7251728e-03 -1.7705423e-04]]]"
39,0.4,500,10,24099.25079991296,0.52762246,0.011741539,"[[ 0.65665674  0.60095024]
 [-0.02179923  0.96652013]]","[[[-9.4703364e-04 -1.5707986e-03]
  [ 1.4355985e-03  3.2836113e-05]]

 [[-1.0922995e-03  8.0107497e-03]
  [-8.1897369e-03 -2.0064570e-05]]]"
40,0.4,500,50,48373.861463189125,0.56490624,0.011692571,"[[ 0.67885697  0.58316356]
 [-0.0102478   0.79449195]]","[[[-7.8746316e-04 -1.4986176e-03]
  [ 1.5077803e-03 -1.7129528e-06]]

 [[-5.0504704e-04  7.8833997e-03]
  [-8.3170589e-03 -1.8765157e-05]]]"
41,0.4,500,100,72762.34738588333,0.78466713,0.011725263,"[[ 0.5097827   0.50724345]
 [-0.00881011  0.635886  ]]","[[[-1.1854348e-03 -1.5456411e-03]
  [ 1.4607556e-03 -4.4031140e-07]]

 [[-8.4968393e-05  7.7092177e-03]
  [-8.4912023e-03 -1.1815865e-04]]]"
42,0.4,1000,10,5457.790605926886,0.30086502,0.011678658,"[[ 0.84460837  0.74249405]
 [-0.01522651  0.9939523 ]]","[[[-4.2767377e-04 -1.5334646e-03]
  [ 1.4729326e-03  1.4598160e-05]]

 [[-6.7556213e-04  8.0639888e-03]
  [-8.1364959e-03  4.9773880e-06]]]"
43,0.4,1000,50,6806.968967422843,0.28427085,0.011663348,"[[ 0.8495194   0.77079815]
 [-0.01011777  0.92495334]]","[[[-3.6842673e-04 -1.5011773e-03]
  [ 1.5052212e-03 -8.0202312e-07]]

 [[-3.7132532e-04  8.0183409e-03]
  [-8.1821168e-03 -7.1245313e-06]]]"
44,0.4,1000,100,23739.60169661045,0.48716307,0.011680666,"[[ 0.6830753   0.69351923]
 [-0.0100384   0.7927414 ]]","[[[-7.61008705e-04 -1.53165869e-03]
  [ 1.47473870e-03 -5.53092036e-07]]

 [[-1.10583365e-04  7.88285211e-03]
  [-8.31756555e-03 -6.71358575e-05]]]"
45,0.5,200,10,248613.6359540224,0.793505,0.01189751,"[[ 0.44887772  0.45566893]
 [-0.03086535  0.8291703 ]]","[[[-1.5328660e-03 -1.6191764e-03]
  [ 1.3872229e-03  6.3143561e-05]]

 [[-1.7910327e-03  7.7959066e-03]
  [-8.4045632e-03 -1.7411268e-04]]]"
46,0.5,200,50,179147.88164186478,0.92043513,0.011760805,"[[ 0.4659883   0.36399645]
 [-0.00985907  0.6030972 ]]","[[[-1.3182266e-03 -1.4939719e-03]
  [ 1.5124290e-03 -2.8792288e-06]]

 [[-6.0427381e-04  7.6181614e-03]
  [-8.5824002e-03 -1.7156031e-05]]]"
47,0.5,200,100,162008.9407567978,1.1028804,0.011803863,"[[3.3104265e-01 3.1240615e-01]
 [3.7961264e-04 4.5598891e-01]]","[[[-1.6624556e-03 -1.5510657e-03]
  [ 1.4553332e-03  2.2609693e-06]]

 [[-5.5269411e-06  7.4736443e-03]
  [-8.7267915e-03 -1.7704081e-04]]]"
48,0.5,500,10,23661.632793243974,0.51671016,0.01173831,"[[ 0.6739042  0.600773 ]
 [-0.0219788  0.9664562]]","[[[-9.0462936e-04 -1.5707052e-03]
  [ 1.4356938e-03  3.5462162e-05]]

 [[-1.0936277e-03  8.0106054e-03]
  [-8.1898570e-03 -2.0148489e-05]]]"
49,0.5,500,50,47791.39659810066,0.5697093,0.011695407,"[[ 0.6784594   0.5758857 ]
 [-0.01024974  0.79675806]]","[[[-7.8955706e-04 -1.4986830e-03]
  [ 1.5077186e-03 -1.7221475e-06]]

 [[-5.4701703e-04  7.8627961e-03]
  [-8.3376840e-03 -1.0997850e-05]]]"
50,0.5,500,100,72790.58834314346,0.7820873,0.011725179,"[[ 0.5108075   0.51042914]
 [-0.00882556  0.63576066]]","[[[-1.1845829e-03 -1.5469373e-03]
  [ 1.4594614e-03 -4.4471449e-07]]

 [[-7.6445998e-05  7.7085751e-03]
  [-8.4918560e-03 -1.1815346e-04]]]"
51,0.5,1000,10,5216.779575143009,0.29361492,0.01167734,"[[ 0.8594477   0.74233216]
 [-0.01504649  0.99394983]]","[[[-3.8901018e-04 -1.5319525e-03]
  [ 1.4744482e-03  1.4990842e-05]]

 [[-6.7651691e-04  8.0639273e-03]
  [-8.1365351e-03  4.9652735e-06]]]"
52,0.5,1000,50,6650.664477735758,0.28682274,0.011664075,"[[ 0.84927326  0.76736796]
 [-0.01011879  0.92630434]]","[[[-3.6954659e-04 -1.5012069e-03]
  [ 1.5051953e-03 -8.0664660e-07]]

 [[-3.8960029e-04  8.0130082e-03]
  [-8.1874747e-03 -4.4152221e-06]]]"
53,0.5,1000,100,23749.04128599167,0.48465577,0.011680506,"[[ 0.684112   0.6965029]
 [-0.0100358  0.7926464]]","[[[-7.5958768e-04 -1.5325195e-03]
  [ 1.4738790e-03 -5.5135592e-07]]

 [[-1.0275021e-04  7.8826016e-03]
  [-8.3178030e-03 -6.7134919e-05]]]"
54,0.0,200,10,243586.3865250945,0.7439759,0.011877496,"[[ 0.5226983   0.4556676 ]
 [-0.03224559  0.83002764]]","[[[-1.3715299e-03 -1.6328240e-03]
  [ 1.3735777e-03  6.8607173e-05]]

 [[-1.7873273e-03  7.7973688e-03]
  [-8.4031429e-03 -1.7309640e-04]]]"
55,0.0,200,50,173793.4255952835,0.952722,0.012075382,"[[ 0.41219643  0.35807398]
 [-0.00873768  0.6125784 ]]","[[[-1.4412154e-03  7.5907907e-03]
  [-7.5642643e-03 -3.1854061e-06]]

 [[-7.1037485e-04 -4.2078323e-03]
  [ 3.2693970e-03  1.0794742e-05]]]"
56,0.0,200,100,153639.31003665924,1.1117303,0.012108639,"[[0.2960319  0.32181627]
 [0.00700834 0.4707074 ]]","[[[-1.7637367e-03  7.5366222e-03]
  [-7.6184422e-03  4.4469953e-06]]

 [[-1.5118825e-05 -4.3234038e-03]
  [ 3.1538527e-03 -1.6790579e-04]]]"
57,0.0,500,10,22153.034242741764,0.5367724,0.01203984,"[[ 0.6443588   0.5992414 ]
 [-0.01693465  0.96856236]]","[[[-9.6887979e-04  7.5138095e-03]
  [-7.6412661e-03  8.1135577e-06]]

 [[-1.0966387e-03 -3.8267358e-03]
  [ 3.6504606e-03 -1.7085471e-05]]]"
58,0.0,500,50,45063.35284554958,0.59626776,0.012002306,"[[ 0.6350477   0.570768  ]
 [-0.01025596  0.8047953 ]]","[[[-8.8825973e-04  7.5834426e-03]
  [-7.5716143e-03 -1.9381976e-06]]

 [[-6.0844532e-04 -3.9664037e-03]
  [ 3.5108167e-03  8.6307409e-07]]]"
59,0.0,500,100,67609.8247423172,0.7876281,0.012026022,"[[ 0.48566487  0.5173887 ]
 [-0.00811113  0.6494288 ]]","[[[-1.2391191e-03  7.5355661e-03]
  [-7.6195002e-03 -1.5283422e-07]]

 [[-1.0077968e-04 -4.1071195e-03]
  [ 3.3700657e-03 -1.1093160e-04]]]"
60,0.0,1000,10,5120.744381640572,0.3002027,0.01197614,"[[ 0.84332997  0.7440086 ]
 [-0.01296878  0.9940212 ]]","[[[-4.2575289e-04  7.5497078e-03]
  [-7.6053659e-03  3.6497199e-06]]

 [[-6.7087373e-04 -3.7748786e-03]
  [ 3.7023183e-03  5.5484134e-06]]]"
61,0.0,1000,50,6058.192151144147,0.3047969,0.011965562,"[[ 0.8191796   0.7645007 ]
 [-0.01013658  0.9311148 ]]","[[[-4.3938647e-04  7.5802309e-03]
  [-7.5748279e-03 -9.5864971e-07]]

 [[-4.1902583e-04 -3.8201066e-03]
  [ 3.6571680e-03 -4.8041329e-07]]]"
62,0.0,1000,100,21374.056101560593,0.4891231,0.011980492,"[[ 0.66575813  0.7016136 ]
 [-0.01002955  0.803813  ]]","[[[-7.9789874e-04  7.5488198e-03]
  [-7.6062470e-03 -5.0923904e-07]]

 [[-1.2460919e-04 -3.9416086e-03]
  [ 3.5355662e-03 -6.2014005e-05]]]"
63,0.1,200,10,231652.57976153493,0.7937128,0.012196161,"[[ 0.45028242  0.45164257]
 [-0.03049565  0.83667636]]","[[[-1.5456103e-03  7.4428353e-03]
  [-7.7122161e-03  6.9604852e-05]]

 [[-1.8211858e-03 -4.0386063e-03]
  [ 3.4385980e-03 -1.6585673e-04]]]"
64,0.1,200,50,173816.02553129196,0.9527476,0.012075599,"[[ 0.41058135  0.35953647]
 [-0.00863245  0.61254907]]","[[[-1.4405939e-03  7.5914930e-03]
  [-7.5635607e-03 -3.1678273e-06]]

 [[-7.1550580e-04 -4.2077014e-03]
  [ 3.2695187e-03  1.0866483e-05]]]"
65,0.1,200,100,155615.15910625458,1.1233824,0.0121117355,"[[0.29703483 0.30416182]
 [0.00699461 0.4676951 ]]","[[[-1.7557377e-03  7.5363526e-03]
  [-7.6187053e-03  4.4302824e-06]]

 [[-5.8596466e-05 -4.3645198e-03]
  [ 3.1127206e-03 -1.6947681e-04]]]"
66,0.1,500,10,21637.378478895873,0.497383,0.012029388,"[[ 0.70569533  0.60042614]
 [-0.02143706  0.96862245]]","[[[-8.3088758e-04  7.5048497e-03]
  [-7.6501989e-03  3.4493863e-05]]

 [[-1.0937823e-03 -3.8265057e-03]
  [ 3.6506846e-03 -1.7059851e-05]]]"
67,0.1,500,50,45070.18846023083,0.5959785,0.012002375,"[[ 0.63334036  0.5726427 ]
 [-0.01025668  0.8047649 ]]","[[[-8.8946219e-04  7.5837444e-03]
  [-7.5713065e-03 -1.9329477e-06]]

 [[-6.0849212e-04 -3.9662304e-03]
  [ 3.5109462e-03  9.0154208e-07]]]"
68,0.1,500,100,68852.67395210266,0.80079913,0.012027035,"[[ 0.48667702  0.49722528]
 [-0.00811294  0.6464567 ]]","[[[-1.2330459e-03  7.5354367e-03]
  [-7.6196212e-03 -1.6093054e-07]]

 [[-1.4802408e-04 -4.1252719e-03]
  [ 3.3519175e-03 -1.1227070e-04]]]"
69,0.1,1000,10,4609.67352047842,0.27738148,0.01197235,"[[ 0.89139414  0.7448678 ]
 [-0.01414465  0.9940304 ]]","[[[-3.0578332e-04  7.5510507e-03]
  [-7.6039988e-03  1.2497954e-05]]

 [[-6.6895306e-04 -3.7746695e-03]
  [ 3.7025227e-03  5.5338214e-06]]]"
70,0.1,1000,50,6057.587398767471,0.30435187,0.011965549,"[[ 0.817803    0.7661497 ]
 [-0.01013846  0.9310918 ]]","[[[-4.4127746e-04  7.5803725e-03]
  [-7.5746803e-03 -9.5885071e-07]]

 [[-4.1733385e-04 -3.8199057e-03]
  [ 3.6573135e-03 -4.5629895e-07]]]"
71,0.1,1000,100,21959.413432002068,0.50138426,0.0119810505,"[[ 0.66667694  0.6824998 ]
 [-0.01002651  0.8013154 ]]","[[[-7.9341035e-04  7.5487657e-03]
  [-7.6062917e-03 -5.1267762e-07]]

 [[-1.6790432e-04 -3.9510936e-03]
  [ 3.5260776e-03 -6.3027233e-05]]]"
72,0.2,200,10,231579.52105790377,0.79337317,0.012194475,"[[ 0.44975242  0.452616  ]
 [-0.03003086  0.8367881 ]]","[[[-1.5301937e-03  7.4443044e-03]
  [-7.7107479e-03  7.4741896e-05]]

 [[-1.8229400e-03 -4.0384782e-03]
  [ 3.4387417e-03 -1.6576596e-04]]]"
73,0.2,200,50,174324.53495836258,0.94766957,0.01207424,"[[ 0.41090098  0.36728084]
 [-0.00864196  0.6117931 ]]","[[[-1.4349361e-03  7.5927447e-03]
  [-7.5623072e-03 -3.1708234e-06]]

 [[-7.0370449e-04 -4.2077359e-03]
  [ 3.2694961e-03  1.0413947e-05]]]"
74,0.2,200,100,155671.74928951263,1.1242195,0.012109907,"[[0.2972566  0.30270773]
 [0.00701567 0.46753857]]","[[[-1.7496315e-03  7.5360411e-03]
  [-7.6190145e-03  4.4232620e-06]]

 [[-7.7258992e-05 -4.3543736e-03]
  [ 3.1228135e-03 -1.6977022e-04]]]"
75,0.2,500,10,21707.35718646273,0.49654222,0.012028963,"[[ 0.70603186  0.60122925]
 [-0.02167621  0.9686557 ]]","[[[-8.2706672e-04  7.5040632e-03]
  [-7.6509858e-03  3.6552483e-05]]

 [[-1.0919141e-03 -3.8263341e-03]
  [ 3.6508394e-03 -1.7046208e-05]]]"
76,0.2,500,50,45258.81600391865,0.58857876,0.012001024,"[[ 0.6335964   0.5831072 ]
 [-0.01026007  0.8041081 ]]","[[[-8.8588701e-04  7.5844401e-03]
  [-7.5706141e-03 -1.9355602e-06]]

 [[-5.8617786e-04 -3.9663506e-03]
  [ 3.5108831e-03  7.4042327e-07]]]"
77,0.2,500,100,68878.9371676445,0.80129665,0.012026511,"[[ 0.48690286  0.4962668 ]
 [-0.00810391  0.6463661 ]]","[[[-1.22884184e-03  7.53521221e-03]
  [-7.61984242e-03 -1.66856580e-07]]

 [[-1.59872550e-04 -4.12142090e-03]
  [ 3.35576804e-03 -1.12457514e-04]]]"
78,0.2,1000,10,4600.686042050831,0.27663574,0.011972217,"[[ 0.8919983   0.7454229 ]
 [-0.01422563  0.9940326 ]]","[[[-3.0322882e-04  7.5508445e-03]
  [-7.6042064e-03  1.3149585e-05]]

 [[-6.6780683e-04 -3.7744879e-03]
  [ 3.7026869e-03  5.5258024e-06]]]"
79,0.2,1000,50,6074.318407297134,0.2971135,0.011964747,"[[ 0.8179835   0.77562666]
 [-0.01014012  0.93069625]]","[[[-4.3939403e-04  7.5806985e-03]
  [-7.5743557e-03 -9.5983205e-07]]

 [[-3.9579088e-04 -3.8198682e-03]
  [ 3.6573478e-03 -4.7672984e-07]]]"
80,0.2,1000,100,21967.70073056221,0.50168663,0.011980917,"[[ 0.6668843   0.6818378 ]
 [-0.01002264  0.80126345]]","[[[-7.9059147e-04  7.5486233e-03]
  [-7.6064318e-03 -5.1697521e-07]]

 [[-1.7543013e-04 -3.9493744e-03]
  [ 3.5278203e-03 -6.3128304e-05]]]"
81,0.3,200,10,234272.03590103984,0.8346028,0.012209206,"[[ 0.39127585  0.45318547]
 [-0.0296537   0.83683056]]","[[[-1.6423755e-03  7.4577136e-03]
  [-7.6973541e-03  6.9957205e-05]]

 [[-1.8258390e-03 -4.0384741e-03]
  [ 3.4387822e-03 -1.6573395e-04]]]"
82,0.3,200,50,174363.06547546387,0.94634223,0.01207371,"[[ 0.41290396  0.3674569 ]
 [-0.00842837  0.6117106 ]]","[[[-1.4264104e-03  7.5940755e-03]
  [-7.5609838e-03 -3.2478620e-06]]

 [[-7.1199803e-04 -4.2076204e-03]
  [ 3.2695937e-03  1.0424337e-05]]]"
83,0.3,200,100,155985.44174194336,1.1264645,0.012110404,"[[0.29706106 0.2996228 ]
 [0.00705402 0.4671022 ]]","[[[-1.7445108e-03  7.5357053e-03]
  [-7.6193558e-03  4.4209237e-06]]

 [[-9.8651304e-05 -4.3646921e-03]
  [ 3.1125336e-03 -1.7016278e-04]]]"
